scientific,_score,_p_fish,_ratio,colorfulness,hue_entropy,saturation,sat_p90,high_chroma_frac,n_color_clusters,contrast,edge_density,aspect_ratio,body_depth,solidity,silhouette_cplx,extent
Katsuwonus pelamis,0.1649899130857221,0.6000990867614746,0.9921677498758161,14.537261940960477,3.328900299767397,0.12441459515787097,0.25882352941176473,0.00832949085987119,6.0,61.154313335425506,0.28155166515446745,1.1864736729507692,0.9781420765027322,0.721439466158246,6.087501334186815,0.5775788381109381
Katsuwonus pelamis,0.15148117138693576,0.6511299014091492,0.9936378410867391,19.75176859948446,2.861088242324134,0.22292984008019176,0.4,0.004640716336213949,5.0,28.57026200436441,0.10687034255031161,1.4648609720456192,1.5488721804511278,0.7790467951790327,5.013849454202439,0.6080918315205489
Katsuwonus pelamis,0.14016545501789318,0.6186985373497009,0.9907928561189224,20.238087012374397,3.45973899380744,0.17069380677812593,0.4745098039215686,0.074566287130491,6.0,67.43921554634606,0.28084479724147837,3.888790647324799,0.2725060827250608,0.7313410883807996,3.5647907654504887,0.5941193083072646
Katsuwonus pelamis,0.13559616752539616,0.4847836494445801,0.9517033053946651,86.7353872686311,0.9116486666197033,0.9445230139611989,1.0,0.9864230148246,3.0,22.748099056652237,0.11452370468222516,2.4233069665580627,0.6136986301369863,0.569021380001279,4.858338687783741,0.3264982876712329
Katsuwonus pelamis,0.13062392208774118,0.5776898860931396,0.9826204613006265,88.99271616844297,0.6807149336661293,0.9796298737328065,1.0,1.0,4.0,27.26009136199851,0.030903121580071916,2.866340811791023,0.95,0.6425393771792713,5.452182828844976,0.2912488321395204
Katsuwonus pelamis,0.128809673329444,0.32978227734565735,0.9810799072527566,22.733027231515468,1.2734375282465151,0.22199095199229504,0.4,0.01864644927111996,5.0,50.642763743416445,0.22691879866518352,3.7955566128382903,0.297008547008547,0.6954295251225808,4.633602412066281,0.5156336469286109
Katsuwonus pelamis,0.1241020720673461,0.24174578487873077,0.9680094375007603,52.78546770039299,3.022424639200023,0.20062929207471147,0.45098039215686275,0.04521622011640772,5.0,52.38148243873916,0.21364664005002645,1.5396975936930046,1.5315315315315314,0.8437429212742736,2.95308915698152,0.5428325384207737
Katsuwonus pelamis,0.11805542917861508,0.9099943041801453,0.9986128977531085,21.08296701272552,2.7449217168580575,0.1542891045542212,0.2980392156862745,0.009824073514297805,3.0,46.389412249806455,0.1709388791487818,2.7768647896081453,0.4391891891891892,0.5397409123811268,5.32374096626832,0.37463617463617466
Katsuwonus pelamis,0.1121529704987799,0.24081450700759888,0.9344144527831643,9.984177190247268,2.130802360122189,0.09763379447403282,0.23921568627450981,0.00011754679831908078,6.0,51.878427081455314,0.23997178876840342,2.606722888006973,0.4430992736077482,0.7450914507801037,6.200391282734893,0.4400957938051575
Lutjanus campechanus,0.24156321557142343,0.4110996127128601,0.9768437576852991,55.86449958906795,2.971288873343729,0.36238018593338406,0.5490196078431373,0.04288217511023819,6.0,54.447447744103755,0.25931488648836,1.9949021756110903,0.48130841121495327,0.8875964309752687,2.08460941693713,0.5833182106886853
