scientific,colorfulness,hue_entropy,saturation,sat_p90,high_chroma_frac,n_color_clusters,contrast,edge_density,aspect_ratio,body_depth,solidity,silhouette_cplx,extent
Katsuwonus pelamis,33.97934171461402,1.3652032425116256,0.2517724066325179,0.5686274509803921,0.09001650395815268,6.0,49.347998137870036,0.2598114632577135,2.1236715021082326,1.8333333333333333,0.8999164070218102,2.367463684599386,0.6865723562152134
Katsuwonus pelamis,41.13886861104272,2.4341564349825004,0.1854370869251453,0.3568627450980392,0.0,5.0,43.99927537626359,0.19397498543058234,3.5952048803837187,0.2777777777777778,0.9052555498193082,2.794759814493781,0.6088472222222222
Katsuwonus pelamis,30.637155215814516,0.9889021941104694,0.3181346007409685,0.5764705882352941,0.08231422703510081,6.0,50.02134714974745,0.21338218820014937,2.6259759665920366,0.5683646112600537,0.9865964520704006,1.7689026673390227,0.5366293186301786
Katsuwonus pelamis,9.649616155732502,3.641517058843133,0.07427886216774365,0.1607843137254902,0.004283815057363731,5.0,57.990593401058526,0.2776601506721158,3.2297106385521346,0.3079268292682927,0.8413409710625885,4.0572452204625185,0.6007455928519682
Katsuwonus pelamis,21.957565980899783,3.6360506937553576,0.1588091689701777,0.4196078431372549,0.03549777481865648,6.0,59.16835329288494,0.1795563654203315,2.533642746011994,2.162921348314607,0.5711907509728024,5.041304069688184,0.408047570407121
Katsuwonus pelamis,14.899089584188786,3.681042380568224,0.097447790489492,0.18823529411764706,0.0002931261908251502,6.0,52.60067808016884,0.2161805657335483,2.516169578182196,0.4392523364485981,0.9156425531914894,2.235728981400451,0.5942643777203331
Katsuwonus pelamis,13.28324757361448,3.742362251887312,0.12804694129040578,0.3137254901960784,0.0021407818951016872,4.0,46.21261612216158,0.0895305571130027,1.5539656978616683,1.4697674418604652,0.7723667025199754,4.0688250356971345,0.5918825434206653
Lutjanus campechanus,32.751471934499904,1.968755821162329,0.2305616855079856,0.5333333333333333,0.06460588840444814,5.0,43.690669542991174,0.12639004555920247,1.1164226952360747,1.182089552238806,0.9076909988089161,1.9838566073977462,0.764024574099201
Lutjanus campechanus,48.3399988124848,2.6317008834659807,0.22470143981584065,0.35294117647058826,0.02852421827958495,5.0,47.80171669888145,0.15196112752580063,1.3194666045229584,1.21,0.8154832909773007,2.417229374812777,0.6497245179063361
Lutjanus campechanus,69.63897998515938,1.8859542096802748,0.6193783326428437,0.7764705882352941,0.5688005886681383,6.0,36.284165836210654,0.26390202880269104,2.8843472385621927,2.5460526315789473,0.8991101117144703,2.3509012513886494,0.6389483884128927
Lutjanus campechanus,56.46292924992139,1.4433454542055317,0.4295293426012381,0.615686274509804,0.12200073827980805,5.0,47.81045996478767,0.21643903039251877,1.726737475886548,1.6116071428571428,0.8280258060082297,2.712937833873183,0.5959883260783537
Lutjanus campechanus,52.631725027665624,1.1409792263336525,0.3718460025023161,0.6078431372549019,0.10575742815392108,6.0,48.924842975761486,0.24307842182172432,1.7924794678403366,1.7302325581395348,0.8811437163002903,2.277727363876007,0.6374906226556639
Lutjanus campechanus,56.961325202841664,2.4092675570231585,0.4427090865711649,0.6941176470588235,0.2448259164961497,6.0,41.76834495562597,0.13011355648927694,1.3840788401760258,1.0612244897959184,0.9598111782477341,1.4874974071427647,0.6926947060875632
Lutjanus campechanus,43.014736772116066,2.151154357099458,0.26578259970365836,0.49411764705882355,0.020685835380243704,6.0,55.89460534761158,0.3000891008043154,1.560746441618689,1.0819209039548023,0.9072323152319192,1.9987001729291871,0.6082776474753285
Lutjanus campechanus,50.48260141729583,2.2176734756625254,0.3890612761665647,0.596078431372549,0.09803006405510671,3.0,32.61994244418342,0.05695754337399813,1.6000860194745221,1.5545454545454545,0.926490221072401,3.0100991602668996,0.8162878787878788
Lutjanus campechanus,63.28310011983906,1.6981955852764055,0.5114209707029226,0.6862745098039216,0.31942883310436704,6.0,48.21619603069876,0.18787727405187127,1.2914261098662103,1.3673469387755102,0.7912372574964125,5.1741088134888376,0.7184654956509967
